142	0	43	4
142	0	67	1
142	0	62	2
142	0	58	3
465	357	45	4
787	714	46	4
787	714	65	1
787	714	62	2
787	714	58	3
1089	1071	48	4
1391	1429	57	3
1391	1429	65	1
1391	1429	50	4
1391	1429	62	2
1695	1786	58	3
1999	2143	67	1
1999	2143	55	3
1999	2143	52	4
2269	2500	60	2
2539	2857	60	2
2539	2857	53	3
2539	2857	69	1
2539	2857	53	4
2828	3214	57	3
2828	3214	65	2
3116	3571	67	1
3116	3571	58	3
3116	3571	55	4
3399	3929	64	2
3682	4286	65	1
3682	4286	59	3
3682	4286	56	4
3682	4286	62	2
4249	5000	52	3
4249	5000	57	4
4249	5000	64	1
4547	5357	57	3
4547	5357	61	2
4547	5357	45	4
4696	5536	55	3
4845	5714	62	1
4845	5714	57	2
4845	5714	53	3
4845	5714	50	4
6676	7857	50	4
6676	7857	65	1
6676	7857	62	2
6676	7857	57	3
6968	8214	48	4
7260	8571	58	3
7260	8571	67	1
7260	8571	62	2
7260	8571	46	4
7550	8929	55	3
7839	9286	63	2
7839	9286	69	1
7839	9286	42	4
7839	9286	60	3
8131	9643	62	2
8423	10000	67	1
8423	10000	62	2
8423	10000	43	4
8707	10357	58	3
8990	10714	66	1
8990	10714	62	2
8990	10714	57	3
8990	10714	50	4
9554	11429	67	1
9554	11429	62	2
9554	11429	58	3
9554	11429	43	4
11997	13571	67	2
11997	13571	51	4
11997	13571	72	1
11997	13571	60	3
12332	13929	65	2
12332	13929	50	4
12666	14286	67	1
12666	14286	63	2
12666	14286	60	3
12666	14286	48	4
12952	14643	69	1
13237	15000	62	2
13237	15000	70	1
13237	15000	62	3
13237	15000	43	4
13528	15357	67	2
13818	15714	69	1
13818	15714	50	4
13818	15714	62	3
14099	16072	66	2
14379	16429	67	2
14379	16429	67	1
14379	16429	51	4
14673	16786	55	2
14673	16786	60	3
14967	17143	69	1
14967	17143	62	2
14967	17143	54	3
14967	17143	50	4
16903	19286	62	2
16903	19286	67	1
16903	19286	58	3
16903	19286	43	4
17176	19643	61	2
17448	20000	62	2
17448	20000	65	1
17448	20000	57	3
17448	20000	50	4
17743	20357	65	2
18038	20714	67	1
18038	20714	60	3
18038	20714	48	4
18334	21072	64	2
18629	21429	53	4
18629	21429	69	1
18629	21429	65	2
18629	21429	60	3
18916	21786	52	4
19203	22143	50	4
19203	22143	67	1
19203	22143	58	3
19203	22143	64	2
19509	22500	49	4
19814	22857	65	1
19814	22857	50	4
19814	22857	57	3
20110	23214	62	2
20405	23572	64	1
20405	23572	45	4
20732	23929	61	2
20895	24107	55	3
21058	24286	62	1
21058	24286	57	2
21058	24286	53	3
21058	24286	38	4
22820	25000	50	4
22820	25000	65	1
22820	25000	62	2
22820	25000	57	3
23126	25357	48	4
23432	25714	46	4
23432	25714	67	1
23432	25714	62	2
23432	25714	58	3
23704	26072	45	4
23975	26429	43	4
23975	26429	69	1
23975	26429	63	2
23975	26429	60	3
24275	26786	42	4
24575	27143	67	1
24575	27143	62	2
24575	27143	43	4
24876	27500	58	3
25176	27857	57	3
25176	27857	66	1
25176	27857	62	2
25176	27857	38	4
25510	28214	60	3
25843	28572	67	1
25843	28572	62	2
25843	28572	59	3
25843	28572	43	4
