220	1915	72	1
220	1915	67	2
220	1915	64	3
220	1915	48	4
857	2553	71	1
857	2553	67	2
857	2553	55	4
857	2553	62	3
1488	3191	69	1
1488	3191	66	2
1488	3191	50	4
1779	3511	60	3
2069	3830	67	1
2069	3830	62	2
2069	3830	59	3
2069	3830	43	4
3325	4468	64	2
3325	4468	60	3
3325	4468	67	1
3325	4468	48	4
3610	4787	62	2
3610	4787	58	3
3894	5106	57	3
3894	5106	53	4
3894	5106	69	1
3894	5106	60	2
4186	5426	55	3
4186	5426	52	4
4478	5745	71	1
4478	5745	62	2
4478	5745	53	3
4478	5745	50	4
5111	6383	72	1
5111	6383	64	2
5111	6383	55	3
5111	6383	48	4
6874	7021	74	1
6874	7021	59	3
6874	7021	43	4
6874	7021	67	2
7418	7660	72	1
7418	7660	60	3
7418	7660	45	4
7726	7979	66	2
8033	8298	47	4
8033	8298	71	1
8033	8298	67	2
8033	8298	62	3
8327	8617	48	4
8620	8936	69	1
8620	8936	66	2
8620	8936	62	3
8620	8936	50	4
9201	9574	71	1
9201	9574	62	3
9201	9574	55	4
9201	9574	67	2
9521	9894	72	1
9841	10213	64	3
9841	10213	48	4
9841	10213	69	1
10378	10851	62	3
10378	10851	66	2
10378	10851	50	4
10701	11170	60	3
11023	11489	67	1
11023	11489	62	2
11023	11489	59	3
11023	11489	43	4
12866	12128	72	1
12866	12128	67	2
12866	12128	60	3
12866	12128	52	4
13456	12766	71	1
13456	12766	65	2
13456	12766	62	3
13456	12766	50	4
14049	13404	72	1
14049	13404	67	2
14049	13404	64	3
14049	13404	48	4
14655	14043	74	1
14655	14043	67	2
14655	14043	59	3
14655	14043	55	4
15852	14681	74	1
15852	14681	67	2
15852	14681	59	3
15852	14681	55	4
16428	15319	60	4
16428	15319	76	1
16428	15319	67	2
16428	15319	60	3
16715	15638	59	4
17001	15957	74	1
17001	15957	66	2
17001	15957	60	3
17001	15957	57	4
17289	16277	72	1
17576	16596	74	1
17576	16596	67	2
17576	16596	59	3
17576	16596	55	4
19300	17234	67	1
19300	17234	67	2
19300	17234	60	3
19300	17234	52	4
19889	17872	69	1
19889	17872	62	2
19889	17872	60	3
19889	17872	54	4
20464	18511	71	1
20464	18511	62	2
20464	18511	59	3
20464	18511	56	4
21026	19149	72	1
21026	19149	64	3
21026	19149	57	4
21026	19149	60	2
21330	19468	74	1
21330	19468	65	3
21633	19787	76	1
21633	19787	67	3
21633	19787	55	4
21951	20106	77	1
21951	20106	69	2
21951	20106	60	3
21951	20106	53	4
22268	20426	60	3
22268	20426	55	4
22268	20426	67	2
22268	20426	74	1
22845	21064	59	3
22845	21064	43	4
23199	21383	65	2
23552	21702	72	1
23552	21702	64	2
23552	21702	55	3
23552	21702	48	4
