104	2143	53	3
104	2143	50	4
104	2143	62	1
104	2143	57	2
432	2500	55	3
432	2500	52	4
759	2857	53	4
759	2857	62	1
759	2857	57	2
759	2857	57	3
1072	3214	52	4
1385	3571	50	4
1385	3571	64	1
1385	3571	64	2
1385	3571	57	3
1684	3929	49	4
1983	4286	50	4
1983	4286	64	2
1983	4286	65	1
1983	4286	57	3
2289	4643	52	4
2594	5000	53	4
2594	5000	62	2
2901	5357	50	4
3207	5714	64	1
3207	5714	61	2
3207	5714	57	3
3207	5714	45	4
5019	7143	48	4
5019	7143	69	1
5019	7143	64	2
5019	7143	57	3
5350	7500	47	4
5680	7857	45	4
5680	7857	71	1
5680	7857	64	2
5680	7857	64	3
5984	8214	44	4
6287	8571	45	4
6287	8571	72	1
6287	8571	69	2
6287	8571	64	3
6559	8929	48	4
6830	9286	74	1
6830	9286	62	3
6830	9286	53	4
6830	9286	69	2
7105	9643	72	1
7105	9643	64	3
7105	9643	52	4
7380	10000	50	4
7380	10000	69	2
7380	10000	65	3
7380	10000	71	1
7682	10357	47	4
7983	10714	64	3
7983	10714	68	2
7983	10714	52	4
8301	11071	62	3
8619	11429	69	1
8619	11429	64	2
8619	11429	60	3
8619	11429	45	4
11304	13571	72	1
11304	13571	64	3
11304	13571	45	4
11304	13571	69	2
11934	14286	65	3
11934	14286	50	4
11934	14286	71	1
12218	14643	64	3
12218	14643	67	2
12218	14643	52	4
12360	14821	62	3
12502	15000	65	2
12502	15000	69	1
12502	15000	60	3
12502	15000	53	4
12779	15357	64	2
13055	15714	67	1
13055	15714	62	2
13055	15714	59	3
13688	16429	67	1
13688	16429	60	3
13688	16429	52	4
13688	16429	67	2
14298	17143	69	1
14298	17143	60	3
14298	17143	53	4
14583	17500	65	2
14868	17857	67	1
14868	17857	60	3
14868	17857	48	4
15166	18214	64	2
15463	18572	65	1
15463	18572	57	3
15463	18572	50	4
15764	18929	62	2
16064	19286	60	2
16064	19286	45	4
16064	19286	65	1
16064	19286	57	3
16354	19643	62	2
16354	19643	46	4
16644	20000	55	3
16644	20000	64	1
16644	20000	60	2
16644	20000	48	4
16967	20357	57	3
17289	20714	58	3
17901	21429	65	1
17901	21429	60	2
17901	21429	57	3
17901	21429	41	4
19196	22143	61	2
19196	22143	64	1
19196	22143	57	3
19196	22143	45	4
19506	22500	62	2
19816	22857	64	1
19816	22857	57	3
19816	22857	49	4
19816	22857	64	2
20408	23572	50	4
20408	23572	65	1
20408	23572	57	3
20706	23929	48	4
20706	23929	62	2
21003	24286	47	4
21003	24286	67	1
21003	24286	55	3
21305	24643	60	2
21305	24643	45	4
21606	25000	62	2
21606	25000	47	4
21886	25357	59	2
21886	25357	43	4
22166	25714	64	1
22166	25714	60	2
22166	25714	55	3
22166	25714	48	4
24054	27143	69	1
24054	27143	69	2
24054	27143	64	3
24054	27143	48	4
24585	27857	71	1
24585	27857	65	3
24585	27857	50	4
24585	27857	69	2
25158	28572	72	1
25158	28572	64	3
25158	28572	52	4
25422	28929	68	2
25685	29286	74	1
25685	29286	62	3
25685	29286	53	4
25685	29286	69	2
25957	29643	72	1
25957	29643	64	3
25957	29643	52	4
26229	30000	69	2
26229	30000	65	3
26229	30000	50	4
26229	30000	71	1
26801	30714	64	3
26801	30714	68	2
26801	30714	52	4
27124	31072	62	3
27446	31429	69	1
27446	31429	64	2
27446	31429	60	3
27446	31429	45	4
29874	33572	66	1
29874	33572	60	2
29874	33572	57	3
29874	33572	45	4
30469	34286	67	1
30469	34286	62	2
30469	34286	46	4
30469	34286	55	3
31033	35000	67	1
31033	35000	62	2
31033	35000	47	4
31368	35357	53	3
31702	35714	51	3
31702	35714	67	1
31702	35714	63	2
31702	35714	48	4
32001	36072	58	3
32300	36429	57	3
32300	36429	66	1
32300	36429	62	2
32300	36429	50	4
32601	36786	60	3
32901	37143	67	1
32901	37143	62	2
32901	37143	58	3
32901	37143	43	4
35523	39286	64	1
35523	39286	61	2
35523	39286	57	3
35523	39286	45	4
36299	40000	50	4
36299	40000	65	1
36299	40000	62	2
36299	40000	57	3
36604	40357	48	4
36909	40714	55	3
36909	40714	46	4
36909	40714	67	1
36909	40714	62	2
37220	41072	58	3
37220	41072	43	4
37531	41429	57	3
37531	41429	64	1
37531	41429	45	4
37816	41786	52	3
38100	42143	57	3
38100	42143	61	2
38450	42500	55	3
38800	42857	62	1
38800	42857	57	2
38800	42857	54	3
38800	42857	50	4
